UserId,MprId,CustomerId,ExternalPlanRequestId,PlanRequestType,WorkType,ExecutionMethod,AnnouncerIdentification,StartDate,EndDate,WorkDescription,Location,CenterLong,CenterLat,Status,Archived,CreatedAt,IntersectedAt
6bf1b8eb-8b20-47ff-ac7c-8d03a5e174f8,04bd7276-cebf-49a9-8669-c1ee55142bbf,rnb-ncv-jaq,3665286,3,18,3,prk-dulf-mrv,19/2/2017,10/8/2017,Lqhocasbivgooyzkgtbpbfdr,Kikuchi,93,37,4,false,18/4/2017,28/9/2017
89641546-4b3f-408c-95d4-20d48e2efdaf,726738bd-b2b8-455f-aa00-96215b25a10d,duv-bod-kvq,1474013,1,15,2,xcd-riay-nxa,5/2/2017,23/12/2016,Mpklkwjyidvavimttchxrdgd,Siaton,19,54,1,true,10/6/2017,9/8/2017
249450ff-51d1-48ec-903f-e46bf7ad3fd9,98ba485e-09fc-443e-b83e-02cffa07e896,ndk-qnp-fjd,3784406,4,15,5,upe-uvhs-yui,23/8/2017,21/2/2017,Izxonctrqmlvrdwfzjgobiub,Barberena,30,19,6,true,24/12/2016,26/6/2017
fd30c8d9-3d03-4610-a792-fb7294175a46,0e3f173b-2eb8-4983-b3d5-67551f66581e,ckh-yma-rpo,3100253,1,3,2,rbr-qxgy-kug,29/12/2017,21/1/2018,Guftastusirojdewcaleljjj,Matumadua,97,68,7,false,10/11/2016,24/1/2018
92118191-aa9b-4455-972c-9242427a0faf,b190154a-c917-4dde-a6dc-29c19b4e119f,put-yhs-iva,1931140,6,16,3,niw-huvd-jrf,16/12/2016,12/3/2017,Gegkmxiurmzuwlpkxsaitppd,Kwangyang,46,54,1,true,12/5/2017,13/9/2017
9cf60f20-c52c-446c-a324-31843cf3cd6f,0abeb401-6813-4983-a5ef-d94600bfab5a,lfk-gnn-mtt,8399986,4,8,5,mtw-bows-lta,8/5/2017,21/12/2016,Cyzdngqmmcvnniairxopuppc,Refojos de Riba de Ave,90,46,1,true,22/5/2017,14/9/2017
02bf9d4f-c40e-4f8d-bdd4-521987e011d6,b3e57d85-88bc-4b38-bebf-b318b6b8de9f,itd-cfm-mph,1858736,3,10,2,frk-clfu-sim,12/10/2017,2/1/2017,Behzfpmcckeedosbmrteivtq,Sharjah,34,72,2,false,8/6/2017,21/3/2017
40fa6208-c7ce-4390-8f35-6240b74106bd,053c650d-b703-493c-9657-c3769b0c1aa9,iyq-tyt-gad,0761663,2,4,1,bfi-jnow-nbd,20/8/2017,2/2/2018,Imaugconoomjbsldgmzftogy,Kallithéa,09,72,7,true,6/5/2017,11/2/2018
3297266e-39b2-46bc-82ad-b386e663579f,b525f5e7-48aa-4f86-9b71-21f28ba5bf3c,bvh-con-yew,6877943,6,14,2,tdu-qaiu-sus,16/12/2016,9/9/2017,Khbjlfglypefpyselvapvkhi,Srpska Crnja,86,25,5,false,23/5/2017,16/10/2017
f9f726c8-8f1f-4b48-babf-e05702a91bb7,afde0ec8-7b8d-4c24-94d4-965bccd79e21,cos-qvk-neh,8331911,1,10,5,ctm-cmom-qfw,17/5/2017,18/1/2018,Ensnkjtggehlbeclbsehklws,Ermelo,40,61,2,true,1/7/2017,22/8/2017
8bda93c0-9669-4334-b6ac-e3e6ca442d74,7486fed2-4f7c-42f0-b5ae-13fd2bf54343,qdh-wqs-xlp,1680883,3,18,5,fvu-ywbk-jlm,17/2/2018,8/11/2017,Rqmjpswcetolqptdpvmlolvl,Fyllingsdalen,20,55,3,false,8/1/2018,21/1/2018
a15db7a6-a602-41f1-8591-6be572e09804,79d8a3b7-7b96-42f2-b9ef-6a0edf978da5,sqi-wdm-mrs,4102021,6,8,1,zhp-fmki-fbe,18/4/2017,22/9/2017,Exdmbkqebncfnhrtqzguvblv,Ubinskoye,37,71,4,false,6/5/2017,7/6/2017
6ab6c259-9808-4d1a-922a-4f2f584b603e,a96bf81b-ec0b-4ea7-9d46-8142b52a34a5,axz-syo-nti,2865041,2,9,5,auy-hqee-pvv,21/7/2017,15/11/2016,Nykxgyliclbooumxvpoprujy,Cikadu,04,78,1,true,17/3/2017,20/2/2018
9e5db107-7675-4c44-8beb-cee5c9d9ef69,78cf9865-72c0-42eb-ac2e-d15638f1ebad,ofb-qxz-uji,6273897,4,15,3,ehe-flmv-ada,13/1/2017,6/12/2016,Qtwuddfhqtujegrgfswoezpq,Zolotyy Potik,36,64,3,true,1/10/2017,25/10/2017
a3be0818-aa70-437a-a474-34615d0fd088,69f66964-6879-4982-840c-657cb90e91e4,qtr-jtn-ziu,1813582,1,4,2,qkn-jlis-rmw,19/3/2017,27/9/2017,Nhzrfybdqfxwadyjslmhabmr,Serednye Vodyane,01,39,2,false,7/2/2017,1/2/2017
f6c4d9a0-772b-4e6f-ad4a-a2840399419c,e7ecfab1-e8a9-4929-8242-7f0bdf4fd284,hnh-nvh-zdv,2669506,2,11,1,mpi-zfyk-jti,22/12/2016,13/11/2017,Xnmfarxyfctqfyblpcifcjlq,Sanxi,31,06,6,false,4/11/2017,6/4/2017
fffa30c2-6f43-4ff7-ad42-2672b3240495,acda56cf-dbb4-4dab-a11e-e0e0c61da752,ttk-egs-ked,6696595,3,3,1,idb-jsda-uqc,19/4/2017,9/11/2016,Aucvljwksevyrrqfqkochatb,Gambang,09,63,1,true,18/12/2016,23/12/2017
c4f6ed89-da86-4185-b10a-81718c39e089,638a0a8e-704d-4244-b85d-87ec8b62f384,pzg-sjy-ptp,4796887,3,13,2,oqt-nxop-tuw,22/12/2017,16/11/2016,Mqfjhdvmdtoxgrdgpcejbkbl,Ershilipu,14,34,3,false,20/2/2018,19/6/2017
ceee4081-4b13-407c-9158-d0cd7b872388,69ef70c2-7a7d-4cf5-824d-399d0a8a9480,gvv-snt-buf,4794685,1,4,1,umk-vamr-jde,27/9/2017,11/2/2017,Ldiirtelyzwtwwjaakldrbld,Karangnongko,78,10,6,true,16/11/2017,23/8/2017
64f4efa9-a72b-41c7-81cb-212557e4a64c,000ceaea-d6c3-4497-8cc8-7174cee940cd,ugh-izz-foy,8411183,6,5,5,pgl-qdpw-ocx,10/11/2016,5/8/2017,Sdjnbtekgosxgobqzcgewdrg,Zapod,22,96,1,false,27/5/2017,10/9/2017
59482490-211f-4633-b529-dcf8ed7dc346,d6ac519e-c85a-42ac-b7e2-9ab8f7c16cba,bxy-pud-pzs,6973945,3,18,4,cps-hndf-qgl,4/5/2017,3/4/2017,Steiyucxqkbujvakrsawipnp,Wieczfnia Kościelna,40,75,4,true,27/1/2017,24/3/2017
e85b409f-7bac-4a57-bc63-4a66721018b8,f186a779-1b51-497e-9261-3874d80d967b,bvc-dcz-cjw,4406762,1,1,2,esj-ukdh-dly,7/4/2017,25/6/2017,Nblgdehdvdpzcmmtmzmzxvrb,Hexi,38,80,2,true,8/1/2017,24/1/2018
29935d51-c716-41b3-8a44-76c352ce0d70,b2a756ea-a262-4d62-9c5a-86c282634887,vnj-xpp-ohu,4703667,3,17,5,gau-twzz-npv,6/9/2017,29/3/2017,Dvccoaznskgomjfmpuqaqqlh,Göteborg,12,44,4,true,16/1/2018,30/7/2017
f247bc85-9f14-4d72-a4fc-acfd5d30d292,f3f65326-5ecb-4114-a5c2-baa37ce48883,jly-dtz-zgt,7885162,1,1,1,ywc-jzle-uih,15/12/2017,25/12/2016,Ekpdrwbpeipmupilgjrijwqp,Novopskov,92,17,7,true,11/1/2017,22/8/2017
400e3b3e-105d-4ad5-9c4d-ef13354643c8,e0393f20-afba-4ca6-9c48-6b04c415f48a,xxq-eun-wbb,3724434,4,11,2,fdt-wngs-nov,7/8/2017,24/1/2017,Xzxjtiipasfocqdimjopvqvc,Banatski Despotovac,60,99,4,false,20/10/2017,14/12/2017
8c300839-508f-446b-8e85-33451cff7443,e8f46b54-6aad-47b9-b1c3-c8484c4cddde,mxc-wzl-zxo,1026470,4,2,5,jwa-zcqk-ffi,13/1/2017,12/12/2017,Bewcwtzrhjkfpzctcjpotdxo,Avarua,14,83,5,true,8/9/2017,21/11/2016
a78ed789-4f79-4869-908e-baf5dca4beb9,a691a3d9-b392-4841-9627-4f553e7e0ee1,tiu-kui-udm,3409740,3,6,5,bki-ppyl-tdv,8/11/2016,17/12/2017,Qzzjcmtsrondcqpkicqoimoo,Lelydorp,80,32,4,false,16/5/2017,27/10/2016
f0c2628e-dc8b-46e5-a581-65eda3c5cbf4,ccfc81e9-3090-4cca-b78e-8afcba958d7d,byw-bfx-zsp,4630021,1,1,4,mfj-jply-svq,26/2/2017,27/1/2018,Vljyctrvouxhriiictsadusm,Lubin,50,32,1,true,26/12/2017,14/1/2018
d45d9dea-b83f-4949-a7a0-b67564a25309,68cb248f-58b7-4f3f-93b9-b8d1327b1691,enm-zuj-jsq,1794897,2,3,5,qnj-loxg-btk,22/9/2017,6/9/2017,Rzcdlkhybxlfrihitxogdftk,Onoda,06,51,6,false,31/3/2017,25/5/2017
9f45c893-de84-4c1a-a8a7-bd322af0ee3b,9a269011-1434-49a2-949f-0af9dac79c93,hmf-foe-rxu,8921752,1,15,1,ory-tpff-xbh,24/9/2017,24/10/2017,Zqmicxahmctapghpberbuujq,Novo Selo,19,77,5,false,1/3/2017,27/6/2017
7726d01a-501e-4be5-8876-890e741d2057,26b05033-63fd-444a-9608-56209f5c0933,kxx-fvp-rdp,0236232,4,18,3,zpo-qvil-rva,21/11/2017,11/12/2016,Omzwpzcytfogxlgojstrbzrr,Capitán Bermúdez,69,30,6,true,26/1/2017,26/12/2017
5889ca33-2f6f-4e70-a0a9-08ffec92a807,b1c4f6e7-eb1a-437b-86cf-365fa1417db7,cdu-ndw-bhj,4057660,1,1,3,vlu-jqkx-vrz,11/1/2018,20/8/2017,Rwgipbatznayxpruzxnztwry,Rio Negrinho,31,17,3,false,2/1/2017,14/9/2017
5bc0062f-81b4-409d-93d6-0214af5231b0,739e0b83-7cdf-4e8b-9e5f-1c06ca1bed5f,qms-jhe-oki,6610913,1,11,5,qso-gtcv-ywt,4/1/2017,11/8/2017,Anrwvpszwrewarxspsrhvbjn,Binhailu,06,52,6,true,31/10/2017,19/1/2018
a854723a-cc06-4465-acd8-018a6ae14c5a,9a84267e-65fe-42b3-9e88-f4967dd8e291,mdx-gmn-rfd,6084193,5,14,5,nme-jnvh-wax,22/5/2017,20/9/2017,Bmmsjbalneigwkmfagptmzvp,Paderne,41,53,6,false,3/11/2016,23/4/2017
553c46cc-4abc-4926-b137-4abcfabfcd7d,ab5e67a2-69bc-4948-9baf-fbec03dee581,lug-ogo-tol,1131966,4,15,2,iyi-vlxm-fvp,30/4/2017,28/10/2017,Mpfgczthlrxtxuamfheopdpr,Tuochuan,89,30,3,false,28/10/2016,17/4/2017
aea3e6e1-4f7f-42ea-b3d2-1fb8a6632493,695abebf-6d17-4549-9528-c11f7ce9c1f5,hbz-zkq-ntj,4627888,2,13,5,hns-aoyt-qvh,21/12/2016,25/5/2017,Vkazamdzmryemamqlzmvmvsh,Sindon,73,89,5,false,6/9/2017,21/2/2018
09dd1bdb-00b5-4add-b65c-c4166b2e72d7,411cb73e-a41d-412a-9930-e193777405dd,mbv-clr-yee,4251707,3,18,5,biw-pvpc-rkm,18/11/2017,27/12/2017,Yfyfcybsgxlwayxgtvbhdxvh,Chaviña,26,30,7,false,7/5/2017,15/6/2017
514b057a-1ab8-4a88-95c4-269fc53c5051,801f2d57-0a7c-4c2e-aedf-f4b7a0687b3e,yhe-hyo-yxd,6861892,2,8,2,pjy-uyaz-dkn,8/3/2017,2/12/2017,Oygizrioqcmnhbwchcongahr,Santa Rosa,79,98,4,false,10/2/2017,27/11/2017
315fb3c2-8395-442b-8339-4d66ef9532be,db6229ad-8a6a-4fbd-8692-cdd1136afced,fvz-uhf-dhb,7998166,2,4,3,jwu-lsox-tfq,19/11/2017,16/8/2017,Lrxzkmaczzryfqhvhuxwqbne,Yaurisque,39,68,4,true,22/12/2017,5/11/2017
4eb9a8fa-724a-441a-a44c-fd9b1a91ab62,ed97f3af-434c-459c-bd73-10c4857127a7,eeh-gak-uhq,6826478,1,5,2,zrn-ftaw-ees,7/1/2018,7/1/2018,Tagvzwmixqhfijlgwjvkyfuz,San Agustín,51,44,1,false,8/12/2016,5/7/2017
b4eaa128-9dd0-4737-8603-fb6828f1272e,907a1dcc-645a-4342-8fae-f256d889be38,obu-txj-mmk,8990228,5,6,5,bxl-kyfb-zya,4/6/2017,8/6/2017,Ecqmimmgkivlomnxuozatoev,Papineauville,41,60,6,true,1/2/2017,7/11/2016
cf454d29-464e-4527-b51f-09005e8c4b6f,96301df7-38f3-4936-af35-7a9300ca4c41,qlr-wxr-uuq,5797172,3,16,3,mcj-iscp-geh,12/9/2017,13/6/2017,Xncmrwtmpirljefnsprtrkcu,Ciudad Cortés,07,87,6,true,19/7/2017,15/11/2016
254a7935-5a09-4ce9-b102-c5f5c1c021e2,18d8ca84-22c4-40cc-ace6-52f4e8f63b4f,bcp-ncb-cyx,2231500,6,8,5,eqm-wcxv-uod,1/1/2018,14/7/2017,Nihkgeagxdaoyntwozcpwvpk,Famatina,02,31,3,false,16/2/2017,31/10/2017
434cada9-44dd-4838-b974-1ec3a96b88a1,f1f1bda7-fdf6-4134-9379-f2fff0519c3b,xlj-cjf-vzc,0844006,6,4,4,lcg-tngk-jor,1/9/2017,24/9/2017,Mpmuvduqxhdmihkqygzaohuf,Seixo Alvo,05,10,6,false,3/9/2017,27/12/2016
eaf13959-c040-4770-baa2-b405d21f4750,cf9a0989-592d-4b04-a0a4-3f0e34a87f17,yzx-qsq-ddr,8274641,5,10,2,azb-cykb-ntw,28/4/2017,29/7/2017,Umadszimrvuzuzxpusgtlevm,Ban Mai,59,67,2,false,18/6/2017,29/7/2017
04684b0b-c62e-46f9-ae2c-4a4d7f26bde3,d279c5d2-447c-4ae7-adfa-37250b8d2b3f,wlf-wln-rvj,7516789,5,13,2,fff-dvot-bgk,1/6/2017,8/8/2017,Zeczzekunqqaojcohtexyymg,Kupu,24,46,2,true,28/10/2016,29/10/2017
6ec85192-66b4-429e-b385-8c3b88730a1c,5270cdc0-86b8-41fe-b402-86d3e97b51bd,idf-jcs-mnr,5941625,2,15,2,tev-tosb-elq,20/12/2016,27/12/2017,Ocpkighmuqxknktfgydagpgf,Robīt,89,00,4,true,2/11/2017,19/9/2017
faa82f67-d14b-423b-962d-237cb29a890b,789a0c83-9e39-44da-bc90-0a185150e03f,nuk-oiy-obi,0103049,3,14,3,jio-emfc-vmo,30/8/2017,10/2/2017,Vibikijifgwpkbxdyzmrbfsv,Gwoźnica Górna,31,47,3,true,18/11/2016,28/9/2017
253b99cb-ae95-4ec6-9359-0f0994f6e095,6def7c21-00a3-4ee0-a7b6-0132b6f9861f,uxb-tlg-xgm,1785182,6,1,5,vto-meed-vnx,12/2/2018,11/1/2017,Rdcoiuzgsswxfbutedyspzkk,Gostagayevskaya,50,32,1,false,14/12/2016,27/12/2016
396c4ee1-8542-4a64-a6a5-8835a7b1e62b,a56cadea-b1cd-4999-8663-54abb17f5f8a,qyw-nhy-hes,9052127,6,11,3,ubl-ehfh-vve,26/4/2017,1/1/2018,Wjpehefvdpnufepiiacprvhs,Obama,69,14,1,false,4/9/2017,5/3/2017
699d8770-e89d-42d8-a39e-0de84bc63e94,d3846cdc-dce0-4cae-bde4-ec14f113e39c,vtq-ezy-nnl,4622384,2,14,3,taf-fzcg-qgm,18/7/2017,3/1/2017,Qvzmdokbkjyywtmatyztazsg,Žrnovo,43,53,7,false,21/5/2017,10/2/2017
4ac241c0-47e2-443d-a9ce-8b274528849f,61cfac40-e66b-4c00-af1f-3d39da645690,udv-gof-qbe,3323172,2,5,1,jnf-gbir-lqq,8/6/2017,3/4/2017,Zqryynofhvuooicfyzwhemff,Dimovo,90,17,1,true,16/8/2017,21/2/2018
a3a2109d-3adf-4444-b5ca-5ac888a9beb3,33301e89-58e5-44b1-a3d6-11763dd89dce,kpl-eyd-sow,4793923,6,9,1,pbf-yxpp-zeo,26/8/2017,23/11/2017,Grpdempjekfwulfddbhjwkda,Jiekou,43,13,2,false,19/6/2017,17/12/2016
395b8483-b53e-45c8-8428-23eefa2197f1,c7676adb-6c19-45da-93dc-4463d4a29c64,jel-lca-gut,3320164,1,13,5,mpq-kwcx-jdw,30/10/2017,5/3/2017,Yzulrxwwyfkspinicushstln,Santo Anastácio,74,71,5,false,20/8/2017,23/4/2017
a556b3cc-a41a-4830-a28b-255455af2037,95f320b5-4d81-408c-89e9-020d7d392ef5,qrv-yml-arn,0375779,1,4,2,fne-prqc-cpi,13/5/2017,8/10/2017,Sjiwtjsrzepgqimmhwcksybb,Privolzhskiy,64,08,2,true,5/2/2018,13/5/2017
72d30e27-0dd3-4f8a-819a-1ccff0be29e5,950ddbe9-abd6-45ea-8a4c-bed94d81df62,btn-xoq-ydj,9458426,2,13,1,iht-elax-vyr,11/2/2017,19/7/2017,Jdszbhlgivmtxydedycsitsg,Qorovulbozor,64,32,6,false,24/9/2017,18/3/2017
5dfe77c7-fdad-4d3a-9125-7b37b783aaeb,a6cc6c19-e97f-4d7f-ac9e-e22735bc8ba6,xtt-pqb-kzb,4769992,6,2,2,bcc-lrva-bot,27/11/2017,10/3/2017,Zndleyynozznbyjzosvalexw,Mabamba,62,24,3,false,26/12/2017,28/2/2017
8960e4d2-a32b-47c9-b9d4-50d14bfa4c44,9577e46d-1077-4540-b919-d38ea5ec243f,gdp-wzy-kir,1540323,4,8,3,dpb-myuc-ste,17/1/2018,29/3/2017,Mxvtctjotdrmsqltnyywzfja,Xiaolin,64,15,3,true,4/5/2017,6/10/2017
825b545a-388b-463b-a537-2eb3e3617a8e,f246b906-49dd-4ea4-8b35-925e53c499f8,shd-sdb-izr,8250480,6,10,2,ntj-spxn-msn,14/10/2017,30/6/2017,Zmdscnchmssdleisrenonuee,Mapiri,11,69,1,true,27/5/2017,12/1/2018
28cdcb7c-385d-4553-8f87-9a4905b170a5,7a34c41b-e63b-40b6-b366-26d92783cda1,kvt-rmf-vcp,6471966,6,13,5,utt-cwmv-fuq,21/7/2017,7/5/2017,Bsivgcpiaykyzrlydvycjxgf,Huangshan,98,82,1,false,8/1/2017,9/2/2018
a0910c83-c011-4e80-8f53-068f62452cf6,42f2ab0b-8084-4f43-bc1f-79c227ac2bbd,ljz-nbs-uiv,6358300,2,10,2,kdo-joyx-vzg,26/1/2018,6/10/2017,Vtgadooickfkqeauuekcipwl,Khamis Mushait,89,21,4,false,25/12/2016,24/4/2017
c61a2961-4c6c-453e-9154-f986ab9eb2d7,fae490bf-04c2-4db4-bf0b-2c2577b5eb01,qzz-xab-awx,7600289,4,13,4,lfv-gwog-yrm,23/4/2017,9/12/2017,Royfzutdmvcotxxvqswyeuad,Kými,62,52,1,true,30/11/2016,18/2/2017
4570af68-e23f-40e1-9fcc-5675c1dabf78,dd67976d-2e01-46c1-acb3-3537267a1e39,rrg-knh-xyr,6193804,2,5,1,ldf-dhzm-baj,8/8/2017,29/10/2016,Qwxjzooefaeeekkjteywvlie,Lyuban’,50,99,1,false,12/6/2017,21/4/2017
9d87661b-f6d1-45b8-b809-b585ba723d62,9c4c0030-4313-4af6-b435-3777d43e3127,myg-azz-mox,4395079,4,14,2,kiz-zngs-lhv,4/8/2017,9/6/2017,Mzlehbvxhiccufaonqjtpoqq,Gaotieling,86,71,2,false,2/4/2017,23/1/2017
12a3a6c3-dd46-48a4-b903-30cbc939169f,3af06993-2a93-466b-9ae7-55539f78932e,egc-kea-umi,6321690,5,8,5,aec-mwqm-ayu,22/3/2017,21/11/2016,Dbgzemrfbfvccdduceoruush,Monte-Carlo,11,07,1,true,17/10/2017,17/11/2017
37865884-44ee-4fcf-8336-05caa72c6ea0,18d2018d-b629-4975-8b3e-34a302504e7c,bph-ves-ktt,4369353,6,17,5,vlr-uixm-med,8/9/2017,6/10/2017,Mguptefqyooyyrftovtzolyx,Shar’ya,01,49,4,false,7/11/2017,16/4/2017
105d3733-4942-4bd3-b420-79d6b219764c,058815a2-0b7b-4772-88c7-f638f63bc522,eeh-kpq-kbq,8771089,1,11,4,yoo-ykuq-qko,1/7/2017,19/10/2017,Vthpafmhprndgyhkftvpnttg,Akora,77,67,2,false,26/3/2017,11/4/2017
86ba46e8-1f70-43b5-a3aa-d5a2f086f691,50e67feb-acf3-473a-bdf5-c17ea4dfde16,qwd-ymp-aqp,0352987,1,14,2,gkn-dzbz-jla,26/7/2017,11/7/2017,Hyozstluilcrlnscgdnfkaxf,Zhongba,60,52,1,false,24/11/2017,23/4/2017
cad4e1b8-7730-4e62-94d0-077c6247576c,a97d6654-cb2c-4fac-ad2a-c7b30ab0616a,nie-ilk-mrp,2331332,5,3,4,nju-nudu-cpp,5/7/2017,2/1/2018,Uuntprwrvlbkwkroqsvpjbgx,Santol,94,38,6,true,12/10/2017,31/1/2017
3fcc9794-3095-4db3-a397-915abff49dab,9e95e37a-2401-4d5e-8c42-9c7e2e27de8b,wes-pfj-jhl,8765623,5,10,4,upi-gfiu-lgv,25/5/2017,25/10/2017,Zpujdajiiqkvdowxpytfqvon,Achadinha,01,76,2,false,25/8/2017,2/12/2017
2bc2174d-1060-49cd-9704-bf962d3b7c5b,fd2a57ff-57a8-47ce-8df3-47121bdda59a,ifg-znq-bvm,5291870,1,5,5,xsg-jcru-qra,22/11/2017,9/8/2017,Gzrrjswwhxgwyojjkctlopoz,Pniewy,98,32,2,false,17/1/2018,14/7/2017
fc296323-628a-4357-be53-d29d603ef4e0,b880b1ee-62e5-497c-9d79-16debb11de71,vwg-thf-cwn,5830598,6,17,1,aan-xxtm-blp,29/12/2016,28/10/2017,Hwvbvpxhoawsndhfcvrttdgv,Staraya Stanitsa,51,02,7,true,9/12/2016,17/1/2017
f4966d29-d355-45d0-8d23-82d79fe8b452,e86e5c46-4c68-4af5-b15a-8922265269a0,jhc-din-mis,7446424,3,7,1,ncg-mhlw-fvd,15/9/2017,18/4/2017,Hxifjqjtmnstzvuomuheqtqh,Ōmihachiman,03,54,3,true,9/10/2017,14/3/2017
48b01b7d-6aff-4f64-8c19-ddc08e5377a6,9c0cf85a-dcaa-4345-a2e3-c469e157a1a4,bwl-qqf-jdh,3551364,6,15,2,kcf-ypcl-kew,14/6/2017,11/11/2017,Glljlihiummytmrbpltrjsrd,Mangarine,34,70,3,false,4/1/2018,1/3/2017
4f58e40f-4cf5-4e1d-bb1a-8dd4e2c30cc7,5cd6b1cf-20f5-44f7-bcf8-75a54c331ace,osy-ixj-enj,1698230,3,7,5,cnh-phnb-nmy,27/7/2017,6/12/2017,Xsftkvfoyvbralsjejkmzvan,Messina,42,83,1,false,30/12/2017,31/3/2017
bf003bde-73f9-4e72-bf0f-163f78967f87,fa3fa147-f4ea-49f9-a12b-c1aa54ff9c36,gey-pwj-xdm,3606413,4,9,4,qvb-jdck-vnf,23/12/2017,17/3/2017,Gukyofwwgyaokxdbmwgawctm,Lyantonde,22,06,4,true,16/5/2017,30/12/2016
5fe906c4-4395-405b-b350-df63755b26d1,a7b7aa63-db25-4775-860f-6a29050af2ec,jha-qnt-fac,1389305,2,2,5,mqy-qsbh-cnh,30/8/2017,11/11/2016,Iagkzzfphggrrlscgausjyuy,Minato,06,25,5,false,18/2/2017,5/6/2017
eef0ac62-6729-4608-8c41-5843f73ebe28,a6dc1097-6f65-46bc-8b36-84bd358b1f69,uwr-zpo-eoo,7741867,5,13,1,pyw-ptqq-xgr,18/2/2018,7/2/2018,Rnlcmmkzyzomlsfhipsiinhb,Longcheng,85,42,7,true,9/4/2017,30/6/2017
f5a464ef-145e-4032-8440-9fb2e6b1cb52,840f88e6-2b23-4f5b-a628-328732a07421,vhj-qre-lzy,0196851,1,2,1,zdr-nrvr-fzi,6/11/2016,8/12/2016,Gswpnphswiphwiswnywslpqk,Bengras,10,64,7,false,10/9/2017,8/7/2017
c23dbbdc-e949-4230-abeb-d0dfcf8816ef,48d3bcc9-21bc-4151-a3c1-e405b0eb5c36,wsx-kxy-iiy,6927358,4,5,2,eka-uvfw-rxp,1/11/2016,17/2/2018,Eujdjevognrduogkooycbrex,Kvasiny,30,56,1,true,13/12/2016,3/1/2018
b61f7697-48b3-4e7e-8e86-4b9d35271024,b04119a1-3309-4961-86c1-b356f4ef3dac,hee-thr-hpi,7312855,6,18,3,cax-irpa-onb,23/8/2017,8/6/2017,Omnnnoubquhoanllmqjoiazk,Jianshan,92,55,7,false,19/8/2017,5/7/2017
